Date,Close,High,Low,Open,Volume
1999-01-04,76.6775131225586,78.04084203253551,75.85951577657245,76.89175052269783,9450400
1999-01-05,77.55396270751953,77.82662857339228,76.61910831024154,76.61910831024154,8031000
1999-01-06,79.42365264892578,79.61841393546067,78.37194170163741,78.41089395894438,7737700
1999-01-07,79.03411102294922,79.28730063440766,78.39139893232395,78.76144528753244,5504900
1999-01-08,79.618408203125,80.0858352571551,78.50826894980355,79.89107398464256,6224400
1999-01-11,78.85884094238281,79.5794576662327,78.04084358017484,79.5794576662327,7578300
1999-01-12,77.4371109008789,78.664107376421,77.12549274836029,78.664107376421,7768800
1999-01-13,76.89173126220703,77.98239411699012,75.02202351115034,75.04149963355717,10810600
1999-01-14,75.54786682128906,77.22281308234368,75.35310562814318,77.04752800851239,11400700
1999-01-15,77.51496887207031,77.76815846888863,76.07373578248911,76.26849701081089,7817700
1999-01-19,78.0213623046875,78.29402807409978,76.96965147981153,78.08952874704057,6535100
1999-01-20,78.64462280273438,79.73528621951326,77.92400590236261,78.58619440540693,6534400
1999-01-21,76.5606460571289,78.43035402494482,76.40483705981092,78.26480696529445,6937500
1999-01-22,76.38539123535156,77.18391266336009,75.89848792559027,76.11272538188524,7522300
1999-01-25,77.16441345214844,77.28127021154089,75.97636973165852,76.8333193005365,5700300
1999-01-26,78.56674194335938,78.56674194335938,77.04760315516353,77.35922136812678,6047000
1999-01-27,77.65129852294922,78.91724645472542,77.37863281456666,78.7614374785068,7399400
1999-01-28,78.95623016357422,79.13151533167293,78.02137593371444,78.06032819329192,5961700
1999-01-29,79.55996704101562,79.9592275855299,78.15768610418499,79.36520579978915,6456800
1999-02-01,79.0925521850586,80.20269143020717,79.0925521850586,80.20269143020717,9426800
1999-02-02,78.60562896728516,79.28729324227399,77.75841765408472,79.19965069263257,9194500
1999-02-03,79.4041748046875,79.73526898464328,78.31351162365672,78.33298775188942,10290700
1999-02-04,78.21614074707031,79.46261310957343,77.76818974179575,79.38470858691697,7761100
1999-02-05,77.32022094726562,78.31350338260833,76.79436554031949,78.31350338260833,7516100
1999-02-08,77.47599792480469,77.96290087807772,76.87223826274614,77.96290087807772,8528400
1999-02-09,75.74267578125,77.59290828297762,75.73293771545143,77.5150037565891,8985700
1999-02-10,76.22956085205078,76.65803564478077,75.61606285336923,76.11270409039716,6936700
1999-02-11,77.98241424560547,78.58617419605845,76.3464195411522,76.69698983496362,9181800
1999-02-12,77.04753875732422,78.21610607922499,76.42430285231048,77.78763139452803,10676600
1999-02-16,76.58015441894531,78.29405411092577,76.58015441894531,77.74872239075017,6915500
1999-02-17,76.50220489501953,78.12846103268097,76.19058695247362,76.7748705947472,7858100
1999-02-18,77.10601043701172,77.5150092294283,76.17115605434525,76.77491617648401,9048900
1999-02-19,77.4371109008789,78.37196535843479,76.89177913397131,77.28130182461959,5312200
1999-02-22,79.5015640258789,79.59894467755196,77.45657034074483,77.55395099241788,10695800
1999-02-23,79.46263122558594,80.08586754892386,78.89782330756094,79.52105963089886,7770700
1999-02-24,78.06031036376953,80.30006477789965,77.90450136104744,79.67682876701127,7271000
1999-02-25,77.32022094726562,78.07978986841005,76.46327139520525,77.61236284001349,11633000
1999-02-26,77.00860595703125,77.80712716194736,76.54117891025109,77.74869878109983,9621300
1999-03-01,77.22281646728516,77.47600602947298,76.26848657903876,77.0670075059388,7607200
1999-03-02,76.54119110107422,78.09928150516734,76.2295730202556,77.59290212383708,9651500
1999-03-03,76.9501953125,77.00862370681473,75.89848421483485,76.71648173524109,7881400
1999-03-04,77.9239501953125,78.20635391384087,76.82354949897778,77.32019052121734,8256400
1999-03-05,79.4917984008789,79.8521066871502,78.8783005080386,79.46258421550556,10703100
1999-03-08,80.00789642333984,80.27082402843115,79.30675614309637,79.94946806665288,4802200
1999-03-09,79.81315612792969,80.98172356757728,79.61839488798843,79.85210837591795,7893400
1999-03-10,80.51429748535156,80.55324973377215,79.63787189588837,80.06634662851482,3950000
1999-03-11,81.41023254394531,81.76080292332115,80.3195691414427,80.82594857831891,6583700
1999-03-12,80.63117218017578,81.6634069931104,80.5337915374461,81.64393086456447,5286500
1999-03-15,81.78028106689453,81.7997571995611,80.70909377023362,80.9817596275655,5394400
1999-03-16,81.4686508178711,82.0529347108991,81.31284177973029,81.7218405048499,4547500
1999-03-17,81.1180419921875,81.60494500534588,80.7869479432398,81.4491360411352,4524100
1999-03-18,82.4229507446289,82.50085523493573,80.86486093849224,80.88433706106896,3506300
1999-03-19,81.02198791503906,82.85718474974117,81.02198791503906,82.66195104392179,5526700
1999-03-22,81.17820739746094,81.58819834391277,80.85607165382022,81.25630091107081,4603800
1999-03-23,78.83535766601562,80.92435798059306,78.53274547091328,80.78769440861136,9713800
1999-03-24,79.28439331054688,79.45034192988686,78.48393526431876,79.24534657658454,6280900
1999-03-25,80.90484619140625,80.90484619140625,79.81153745908995,80.0067711612893,6639600
1999-03-26,80.31913757324219,80.6705582043356,79.79200662660205,80.35818431003034,6159700
1999-03-29,81.9395751953125,82.11528550666772,80.69007964789769,80.69007964789769,5863900
1999-03-30,81.51009368896484,81.97865470657806,80.94391579268222,81.17819630148882,5401400
1999-03-31,80.20198822021484,82.22265661865502,80.16294148787783,81.93956780921171,7413600
1999-04-01,80.80724334716797,81.02200045681253,80.04583177660997,81.02200045681253,7683600
1999-04-05,82.72056579589844,82.83770608260492,81.37345249877382,81.80296688336428,5791100
1999-04-06,82.52530670166016,83.08172289304821,81.93960544756746,82.58387682706942,5381300
1999-04-07,83.18904876708984,83.32571230648661,82.07621708914473,82.89619832552535,6248600
1999-04-08,84.24333190917969,84.30190201247692,82.64241575238879,83.20859341759532,5909100
1999-04-09,84.26285552978516,84.65332288627165,83.46239744898784,83.98952838024462,4365800
1999-04-12,85.1609115600586,85.21948165054006,83.22809857417006,83.38428548212065,8213200
1999-04-13,84.6142578125,85.25852881107232,84.02855690470696,85.12186526592062,10071400
1999-04-14,83.18904876708984,85.00472150478976,82.89619832552535,85.00472150478976,11551700
1999-04-15,82.87667083740234,83.44284832957777,81.84193266204727,83.36475488238116,11150000
1999-04-16,82.1738510131836,83.0328791539724,81.95909397798638,83.0328791539724,6476200
1999-04-19,80.90484619140625,84.04810879681561,80.20200486348863,82.89622995383951,12487200
1999-04-20,81.9200439453125,81.95909067741228,80.5924550539204,81.10006257121739,9049600
1999-04-21,84.26285552978516,84.73141635756895,81.47101393090674,81.88100465521755,5772200
1999-04-22,85.06336975097656,85.20003341594256,83.9602987408939,84.41909818756545,6897400
1999-04-23,84.84858703613281,85.43428828120506,84.34097929040354,84.8876337858043,4593100
1999-04-26,85.3366470336914,85.47331061850856,84.63380574034596,85.27807692591261,3606500
1999-04-27,85.74661254882812,85.90279945693165,84.86806119074588,85.66851909477637,5147200
1999-04-28,84.57523345947266,85.74663558495013,84.34095303437716,85.23902799724323,5544300
1999-04-29,83.93093872070312,85.00472370084704,83.59904154502227,84.69234988844153,9824300
1999-04-30,83.2476577758789,84.73143404017694,82.15434894955405,84.39953671789975,10991900
1999-05-03,84.77044677734375,84.86806359767695,83.15000755981278,83.3647645645458,10709700
1999-05-04,83.56000518798828,84.84854732406474,83.16953787402572,84.41903327870592,10509300
1999-05-05,84.22381591796875,84.38000287377399,82.36909581778168,83.67716157265046,10032300
1999-05-06,83.70645141601562,84.4190544426476,82.7009978304938,83.98954028960915,13507200
1999-05-07,84.3409423828125,84.41903584798177,83.36477406819661,84.02856852213542,8680700
1999-05-10,83.92120361328125,84.78999355414226,83.42335769211371,84.24333920933084,5580100
1999-05-11,84.77044677734375,85.51233461187601,84.16522249127797,84.53616640854409,7000600
1999-05-12,85.43423461914062,85.72708505773457,82.15430970688843,84.80948701680687,13865800
1999-05-13,85.80522155761719,86.21521237734642,85.4733242273602,85.746651440513,4485700
1999-05-14,83.57953643798828,84.88760206315652,83.40382613012987,84.0676206264839,8370100
1999-05-17,83.83334350585938,84.01881550476614,82.70098814411278,83.4819228763518,6268100
1999-05-18,83.67716217041016,84.33119505251672,82.85718064657506,84.04810619309747,8218600
1999-05-19,84.28235626220703,84.34092634995005,83.24761804541366,84.00902918607294,5052400
1999-05-20,83.7747802734375,84.71190202900146,83.75525690352991,84.41905148038772,4670400
