Date,Close,High,Low,Open,Volume
2003-09-29,50.242000579833984,50.30593035877796,50.20757829569015,50.30101181768667,13600
2003-09-30,50.50266647338867,50.52233690138806,50.301051151958376,50.30596969689585,62600
2003-10-01,50.478065490722656,50.527239669491514,50.45347652546356,50.47314694732097,66300
2003-10-02,50.399356842041016,50.478038487379735,50.16331940951953,50.25674917367508,68900
2003-10-03,50.03547668457031,50.18300293225118,50.01088772604073,50.18300293225118,64500
2003-10-06,50.10923385620117,50.153489474199546,49.961707626044166,49.981378040181625,28700
2003-10-07,49.93712615966797,50.128908022177036,49.85352595538984,50.128908022177036,13000
2003-10-08,50.060054779052734,50.18299204152413,49.80434317213361,49.907610022399886,42700
2003-10-09,49.88304901123047,49.912552767971945,49.71585230228032,49.85846004611302,35900
2003-10-10,50.15841293334961,50.18300189136917,50.00105335656981,50.00105335656981,13500
2003-10-13,49.93712615966797,50.20758593286755,49.93712615966797,50.15841176971746,23700
2003-10-14,49.83879852294922,49.9568173227364,49.735531604166695,49.88305791771316,54300
2003-10-15,49.7158088684082,49.78465340849232,49.617460597358345,49.75514967752657,23100
2003-10-16,49.58303451538086,49.93709426673399,49.44534544579815,49.85841265454629,62300
2003-10-17,49.81907272338867,49.81907272338867,49.54369457938697,49.68630219017238,55600
2003-10-20,49.78959655761719,49.89778196029365,49.73550385627895,49.73550385627895,12900
2003-10-21,49.88792419433594,50.02561703722337,49.85842046101895,49.85842046101895,49000
2003-10-22,50.10923385620117,50.13381906006209,49.91745200804579,50.03547074112267,25400
2003-10-23,49.986297607421875,50.094483011524034,49.986297607421875,50.07972738680723,20700
2003-10-24,50.232181549072266,50.232181549072266,50.06007007935785,50.06007007935785,28200
2003-10-27,50.13381576538086,50.21741595790802,50.06005640689754,50.17807513221849,35400
2003-10-28,50.33055114746094,50.33055114746094,50.06009122417014,50.06009122417014,16600
2003-10-29,50.10923385620117,50.207582175140594,50.10923385620117,50.1977488439458,71700
2003-10-30,50.10923385620117,50.13873760153342,50.0502226137888,50.05514115526013,17300
2003-10-31,50.03057861328125,50.10926031137107,49.863385632465175,50.10926031137107,31000
2003-11-03,49.94121551513672,50.04978398063131,49.94121551513672,50.00537166203739,56700
2003-11-04,50.039913177490234,50.12874157499888,50.039913177490234,50.06458543150092,26900
2003-11-05,50.039913177490234,50.12380561818398,50.039913177490234,50.0892614505435,24600
2003-11-06,49.76853942871094,49.93632823493577,49.76853942871094,49.93139227341977,78000
2003-11-07,49.793212890625,49.793212890625,49.62049189687124,49.689580294372746,33400
2003-11-10,49.886959075927734,49.91163511002685,49.79813438925297,49.88202688113527,21100
2003-11-11,49.79811477661133,49.94122366991435,49.74876272785006,49.93135551918172,23700
2003-11-12,49.89187240600586,50.010309032886404,49.74875975621864,49.86226419054384,16400
2003-11-13,50.25706481933594,50.29161276471701,50.10408398708619,50.10408398708619,25400
2003-11-14,50.29655456542969,50.414995004988164,50.28175045174338,50.29655456542969,18800
2003-11-17,50.50868606567383,50.54323020503171,50.42479369366593,50.4445337397317,48800
2003-11-18,50.48408889770508,50.50876116820139,50.3607162501203,50.40019263592128,26800
2003-11-19,50.24720001220703,50.48407709681381,50.24720001220703,50.47420517889537,44900
2003-11-20,50.41992950439453,50.464345612517874,50.30642878425498,50.336037012981095,21400
2003-11-21,50.474220275878906,50.553180582709594,50.43967608289914,50.503828508423084,66500
2003-11-24,50.26202392578125,50.40513667171258,50.26202392578125,50.380460632228385,37000
2003-11-25,50.45938491821289,50.45938491821289,50.22744386679491,50.22744386679491,54000
2003-11-26,50.276824951171875,50.405133571535046,50.276824951171875,50.37552533800308,25300
2003-11-28,50.19786834716797,50.212672463916384,50.19786834716797,50.212672463916384,22900
2003-12-01,50.060298919677734,50.13452172643677,49.97618150041092,50.050404307169956,58700
2003-12-02,50.0454216003418,50.05037079084584,49.778221940017275,49.89697608623054,52100
2003-12-03,50.09490203857422,50.14933180858627,49.92666731317425,49.92666731317425,32400
2003-12-04,50.169124603271484,50.22355437307506,50.000889878515856,50.045421267377215,25200
2003-12-05,50.4214973449707,50.4214973449707,50.228520378383465,50.416548152842765,42200
2003-12-08,50.4214973449707,50.49077093425189,50.376962166074236,50.46602874873969,67200
2003-12-09,50.13950729370117,50.52051244127358,50.08012825019197,50.490824807084735,87900
2003-12-10,50.33736801147461,50.34726261825542,50.273039854456265,50.342313427301725,120500
2003-12-11,50.51552963256836,50.54027182801746,50.17411074117047,50.26812277859329,91600
2003-12-12,50.54522705078125,50.6392390994171,50.44626203231003,50.58975847774621,16400
2003-12-15,50.51552963256836,50.5947016379023,50.396775399696445,50.56995944245319,21100
2003-12-16,50.54522705078125,50.56502005447549,50.42152360903931,50.52048485238108,61500
2003-12-17,50.6689338684082,50.743156693424446,50.55017961346003,50.68872687342118,23100
2003-12-18,50.743106842041016,50.78763822822412,50.57486835227753,50.69362249055847,33400
2003-12-19,50.76784896850586,50.76784896850586,50.649094821509564,50.738161375538354,26500
2003-12-22,50.743106842041016,50.866810170495405,50.604555943066266,50.81238040396539,139700
2003-12-23,50.54522705078125,50.71841111419407,50.54522705078125,50.663981297817266,80300
2003-12-24,50.58484649658203,50.71349544294205,50.5254674462476,50.639272573807,16200
2003-12-26,50.837154388427734,50.837154388427734,50.62438436355117,50.76293158437709,54500
2003-12-29,50.71339797973633,50.76782772748779,50.550112511606635,50.718347168202286,37600
