Date,Close,High,Low,Open,Volume
2003-04-14,7.236704349517822,7.236704349517821,7.186548918646556,7.186548918646556,93600
2003-04-15,7.322683811187744,7.344179256177658,7.281126442859032,7.281126442859032,421200
2003-04-16,7.407234191894531,7.437327088023705,7.401502563097525,7.401502563097525,9000
2003-04-17,7.4602508544921875,7.462400213967593,7.4351731490020425,7.448070535816975,17100
2003-04-21,7.457388401031494,7.469569341179365,7.451657387690856,7.468852887639088,72900
2003-04-22,7.482464790344238,7.482464790344238,7.433742272377794,7.456670009671422,19800
2003-04-23,7.517574310302734,7.517574310302734,7.462403090961651,7.487480806120055,31500
2003-04-24,7.36925745010376,7.4588202726361015,7.351344270615848,7.4588202726361015,90000
2003-04-25,7.247450351715088,7.266079982531497,7.236702937192012,7.266079982531497,102600
2003-04-28,7.367105484008789,7.367105484008789,7.265362366501558,7.266078819689678,91800
2003-04-29,7.5770416259765625,7.580624506890556,7.481030134185702,7.481030134185702,76500
2003-04-30,7.55554723739624,7.5655775825879585,7.536201770278161,7.559129503536139,228600
2003-05-01,7.526173114776611,7.564147610516359,7.523307300752947,7.534054718323237,234900
2003-05-02,7.641529560089111,7.641529560089111,7.550533214079008,7.550533214079008,67500
2003-05-05,7.7239251136779785,7.725357404979815,7.670186823194029,7.670186823194029,47700
2003-05-06,7.763333797454834,7.772648304837086,7.716761260543578,7.723926408141004,109800
2003-05-07,7.749003887176514,7.7504367936571885,7.724642632061078,7.731090711224114,313200
2003-05-08,7.68093729019165,7.706731458489662,7.67377214094529,7.7024321229492525,417600
2003-05-09,7.77121639251709,7.776948634324648,7.691684535471648,7.691684535471648,63000
2003-05-12,7.87940788269043,7.879407882690431,7.802741848407817,7.80632411473728,752400
2003-05-13,7.834985733032227,7.851466006547112,7.813490900586062,7.851466006547112,276300
2003-05-14,7.7955756187438965,7.834983002823637,7.780528872285947,7.834983002823637,206100
2003-05-15,7.811339378356934,7.811339378356934,7.791993909990372,7.811339378356934,337500
2003-05-16,7.817071914672852,7.845732506649044,7.7955770856720825,7.831402210660948,256500
2003-05-19,7.630782127380371,7.766918122878949,7.6021221443738565,7.766918122878949,128700
2003-05-20,7.66875696182251,7.678071471342095,7.627199588206641,7.648694420949842,53100
2003-05-21,7.675206184387207,7.677356159966534,7.615020397760671,7.655144255511695,45900
2003-05-22,7.744706153869629,7.744706153869629,7.677354615503297,7.677354615503297,84600
2003-05-23,7.82423734664917,7.842866363121015,7.799159635250488,7.799159635250488,74700
2003-05-27,8.104393005371094,8.10940879495135,7.842868408296357,7.842868408296357,864000
2003-05-28,8.139498710632324,8.150963192628137,8.104390041355481,8.104390041355481,396000
2003-05-29,8.150247573852539,8.166726615318755,8.118004714282746,8.132334395772679,306900
2003-05-30,8.244829177856445,8.244829177856445,8.151683446860327,8.168163109304803,368100
2003-06-02,8.304296493530273,8.397441579968595,8.268470750690815,8.268470750690815,587700
2003-06-03,8.241242408752441,8.311460361917252,8.173174430313843,8.311460361917252,244800
2003-06-04,8.347286224365234,8.348003292711265,8.239810839897693,8.239810839897693,241200
2003-06-05,8.355886459350586,8.37738129427645,8.301431688574079,8.37738129427645,509400
2003-06-06,8.433982849121094,8.519246939242251,8.400307085040568,8.401023538320464,608400
2003-06-09,8.361615180969238,8.444729901638384,8.335104567735012,8.444729901638384,208800
2003-06-10,8.447593688964844,8.447593688964844,8.364478988223933,8.364478988223933,233100
2003-06-11,8.45475959777832,8.461208291038218,8.383109363721083,8.444012185665983,294300
2003-06-12,8.51853084564209,8.51853084564209,8.462643182580969,8.469091877353673,402300
2003-06-13,8.515664100646973,8.522829247945836,8.492019299055118,8.498467993122226,694800
2003-06-16,8.607378959655762,8.608095413060695,8.529996457089736,8.540743258163744,163800
2003-06-17,8.78435230255127,8.791517449177674,8.695505345357619,8.695505345357619,352800
2003-06-18,8.752113342285156,8.801552322509712,8.732767868277818,8.760712014045673,171900
2003-06-19,8.752113342285156,8.838094525056553,8.741366540038337,8.823764225431065,225900
2003-06-20,8.752113342285156,8.791521358764482,8.727035625431318,8.777191059138994,300600
2003-06-23,8.53715991973877,8.723451311234486,8.535010559793708,8.723451311234486,332100
2003-06-24,8.474106788635254,8.501333856547616,8.426100731934628,8.501333856547616,188100
2003-06-25,8.54432201385498,8.59662677704436,8.495599515960285,8.495599515960285,1045800
2003-06-26,8.636754989624023,8.641053709852258,8.570119906234908,8.585166042015164,210600
2003-06-27,8.59662914276123,8.651800348350154,8.575134315115609,8.648217467088326,373500
2003-06-30,8.590898513793945,8.620992016122397,8.57656883100171,8.620992016122397,279900
2003-07-01,8.68404483795166,8.691209986841482,8.598063666255245,8.623141379878897,679500
2003-07-02,8.8882474899292,8.894696184913794,8.780772110099155,8.780772110099155,1129500
2003-07-03,8.913328170776367,8.917627507192101,8.895415601504293,8.913328170776367,110700
2003-07-07,9.13400936126709,9.13400936126709,9.006472050543222,9.006472050543222,569700
2003-07-08,9.159804344177246,9.176284003264165,9.117531131281185,9.1512062879137,347400
2003-07-09,9.138307571411133,9.153353705442687,9.09961601894668,9.153353705442687,472500
2003-07-10,8.977810859680176,9.08815266706737,8.949150881585588,9.08815266706737,1603800
2003-07-11,9.0530424118042,9.0530424118042,8.977809290600558,8.977809290600558,212400
2003-07-14,9.21210765838623,9.250082142018398,9.153353569781556,9.153353569781556,683100
